TrialOrder,TrialNumber,TrialType,SpeedUpTimeCalc,OnsetRelativeToExpStart,OnsetSpeedChange,ResponseTime,Prestim_Interval
1,55,1,1,282.247477122684,1.007386529418,0.743469989005462,1.31
2,28,1,2,286.980890427978,2.00619251039825,0.628107851523964,1.29
3,73,1,1.5,292.914177249197,1.50600155515167,0.744729562007706,1.57
4,169,1,2.5,298.356628020058,2.51357713757898,0.744775215678601,1.47
5,161,1,1.5,304.854257980101,1.51567398715451,0.843889329655212,1.61
6,92,1,2,310.229015774221,2.00718781889736,0.378139677397485,1.44
7,181,2,1,315.961149606193,0,0,1.48
8,69,1,2,320.876354940883,2.00949420710458,0.728105188392874,1.51
9,191,2,1,326.434263546336,0,0,1.31
10,139,1,1.5,331.419969265717,1.49860888004696,0.594938998212456,1.65
11,104,1,1.5,337.004455915092,1.51396812027815,0.828305918206752,1.73
12,3,1,2.5,342.427025391342,2.50758597156528,0.578376081459282,1.43
13,147,1,1.5,348.657125440186,1.51080104336324,0.928233896620441,1.36
14,71,1,1,354.045456128435,1.00561423059844,0.711516518287681,1.57
15,184,2,1.5,358.788571423554,0,0,1.45
16,90,1,1.5,364.229892558775,1.50399689086953,0.528292836675973,1.59
17,114,1,1.5,369.726287821211,1.50746686231287,0.594955679360282,1.64
18,38,1,1,374.797881552729,1.00235087126748,0.994968146324027,1.26
19,82,1,1.5,379.600859635164,1.49939933234418,0.828089355934935,1.45
20,145,1,2.5,384.987257944105,2.51255753898658,NaN,1.42
21,53,1,1.5,391.247195299078,1.50243939841312,NaN,1.39
22,11,1,2,396.765124460388,2.000966921285,0.545036319541396,1.62
23,41,1,2,402.706699178323,2.00914448830008,NaN,1.54
24,143,1,2,408.876075458491,2.00611554299758,0.761635173927061,1.75
25,63,1,2,414.533930186763,1.99815190438858,0.711589388565699,1.26
26,141,1,2,420.586805036302,2.01174938126132,0.728305362170431,1.65
27,196,2,1.5,426.35687179894,0,1,1.47
28,59,1,2,431.646800687498,2.00122299153918,0.578269556232044,1.4
29,19,1,2.5,437.534470421837,2.51353031330473,0.828116279893948,1.43
30,21,1,1,443.965626592209,0.998533814881739,0.961638334565578,1.61
31,177,1,2,449.078395542798,2.0022856099331,0.444922507287629,1.71
32,98,1,1.5,455.061257565414,1.50249266102765,0.67835439596638,1.63
33,131,1,1,460.525048792359,1.0054354203985,0.99483381918435,1.65
34,110,1,2,465.620638209019,2.00938095088895,0.711739518897957,1.69
35,116,1,2.5,471.780144224622,2.49958750740007,0.645003513283882,1.7
36,134,1,1.5,478.150340163727,1.51267372171787,0.644954640447395,1.52
37,62,1,2.5,483.568559079506,2.51069217692202,0.828334305424505,1.46
38,176,1,1.5,489.754370094975,1.50807938236539,0.994947368051726,1.33
39,111,1,1,494.866903460928,1.01198847771593,NaN,1.3
40,32,1,1.5,499.848653114357,1.51364327686679,0.694884535727397,1.62
41,30,1,2.5,505.323069939957,2.5054455168829,0.628379724972547,1.36
42,105,1,1,511.471173073935,1.00710646172229,0.794902943520356,1.34
43,117,1,2.5,516.482672823278,2.51218206683006,NaN,1.56
44,127,1,1.5,522.680858031432,1.51359850115477,NaN,1.34
45,142,1,1.5,527.935643545523,1.50872204554071,NaN,1.38
46,172,1,2.5,533.485174702835,2.50892104871309,0.561574360899613,1.59
47,48,1,1.5,539.771116504358,1.5063410311468,NaN,1.43
48,24,1,2.5,545.169171131312,2.50781687377093,NaN,1.44
49,132,1,2.5,551.55008368376,2.50998922749022,0.661615010223613,1.43
50,36,1,2,557.796293917147,2.01362732734924,0.995039260691556,1.34
51,150,1,1.5,563.499398454391,1.51016189200527,0.694944236676747,1.34
52,51,1,1,569.035104744442,1.00766981628294,0.99491605431831,1.73
53,65,1,2,573.734522162662,2.0080546532954,0.71158441348598,1.3
54,78,1,2,579.400363063725,2.00885534840017,0.811526439179943,1.26
55,146,1,1,585.280443461006,1.01159164198361,NaN,1.57
56,22,1,2,589.954852033829,2.00371667684703,0.81160896696565,1.26
57,122,1,1.5,595.629897124141,1.51179635186236,NaN,1.31
58,99,1,2,601.129313722937,2.01222786682411,0.628338168427945,1.59
59,16,1,1,607.011245727652,1.01338969415337,NaN,1.57
60,148,1,2.5,612.139496539541,2.50155295635341,0.678304059871152,1.67
61,50,1,2,618.388795419181,2.00215391665915,0.811654913286475,1.35
62,17,1,2,624.134366062235,2.00608627782458,0.845031841970922,1.35
63,81,1,1,629.82141777467,1.00234911535699,0.999935031317364,1.38
64,39,1,1.5,634.428401439731,1.51183527454123,0.761549134320376,1.26
65,198,2,1.5,639.564658617379,0,0,1.34
66,70,1,1.5,644.658036757643,1.4983773925378,NaN,1.26
67,68,1,1.5,731.468335522857,1.50139580237919,0.778324808876278,1.51
68,158,1,1.5,737.006646120566,1.51300529611945,0.894967004982391,1.67
69,29,1,2.5,742.415276888036,2.50397933176464,0.74495109936106,1.45
70,66,1,2.5,749.048075653982,2.504322026929,0.828252948247609,1.69
71,160,1,1,755.295758803477,1.00650213591871,0.861566956811657,1.44
72,97,1,2,760.141107001957,2.01115471296725,0.22823234556563,1.44
73,125,1,1,766.008483973368,1.00998000896107,0.778227941156729,1.54
74,186,2,2.5,771.098948473105,0,1,1.69
75,192,2,2,777.293546356472,0,1,1.37
76,85,1,1,783.164243754301,1.00373599186059,0.511389273320674,1.58
77,87,1,2.5,787.947514377249,2.50334047306023,0.545018175136647,1.33
78,13,1,1.5,794.491584360811,1.50917682631552,0.744874717262064,1.69
79,124,1,2,800.013859400164,2.00348928645872,0.994695102268452,1.62
